ID,adj.P.Val,P.Value,t,B,logFC,Gene,Genetitle
33230_at,7.06E-01,6.42E-01,-0.46847,-6.42853,-0.0667179,PRPF19,pre-mRNA processing factor 19
40739_at,7.06E-01,6.42E-01,-0.468136,-6.42869,-0.0219285,CA4,carbonic anhydrase 4
40923_at,7.06E-01,6.42E-01,0.467512,-6.42898,0.040563,SLC36A1,solute carrier family 36 member 1
1189_at,7.06E-01,6.43E-01,-0.467208,-6.42912,-0.035377,CDK8,cyclin dependent kinase 8
AFFX-BioB-3_at,7.07E-01,6.43E-01,-0.466705,-6.42935,-0.0814679,,
36293_at,7.07E-01,6.43E-01,0.466599,-6.4294,0.0806453,CXCR6,C-X-C motif chemokine receptor 6
40878_f_at,7.07E-01,6.43E-01,-0.466558,-6.42942,-0.05166,HERC2P2,hect domain and RLD 2 pseudogene 2
433_at,7.07E-01,6.43E-01,-0.46637,-6.42951,-0.0258484,TRAC///TRAJ17///TRAV20///TRDV2,T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2
36388_at,7.07E-01,6.43E-01,-0.466138,-6.42962,-0.0370308,PTH2R,parathyroid hormone 2 receptor
1975_s_at,7.07E-01,6.43E-01,0.466132,-6.42962,0.0579382,IGF1,insulin like growth factor 1
31528_f_at,7.07E-01,6.44E-01,-0.465957,-6.4297,-0.0727681,HIST1H2BM,"histone cluster 1, H2bm"
37185_at,7.08E-01,6.44E-01,0.465123,-6.43009,0.2009283,SERPINB2,serpin family B member 2
40156_at,7.08E-01,6.45E-01,-0.464393,-6.43042,-0.0178968,KIAA0040,KIAA0040
35974_at,7.09E-01,6.45E-01,-0.463564,-6.43081,-0.093355,LRMP,lymphoid restricted membrane protein
41157_at,7.09E-01,6.45E-01,0.463486,-6.43084,0.024831,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
33781_s_at,7.09E-01,6.46E-01,-0.462888,-6.43112,-0.043968,UBE2M,ubiquitin conjugating enzyme E2 M
35179_at,7.09E-01,6.46E-01,0.462864,-6.43113,0.0318146,B3GAT3,"beta-1,3-glucuronyltransferase 3"
39124_r_at,7.10E-01,6.46E-01,-0.461761,-6.43164,-0.0294622,TRPC1,transient receptor potential cation channel subfamily C member 1
31504_at,7.11E-01,6.47E-01,0.460669,-6.43214,0.0502534,HDLBP,high density lipoprotein binding protein
41272_s_at,7.11E-01,6.48E-01,-0.460335,-6.43229,-0.0351102,MXRA7,matrix remodeling associated 7
41050_at,7.11E-01,6.48E-01,-0.459506,-6.43267,-0.0323749,TAF5,TATA-box binding protein associated factor 5
34206_at,7.11E-01,6.48E-01,-0.459485,-6.43268,-0.041524,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
34495_r_at,7.11E-01,6.48E-01,-0.459351,-6.43275,-0.0223181,SYNGR4,synaptogyrin 4
32084_at,7.12E-01,6.49E-01,0.458086,-6.43332,0.0481066,SLC22A5,solute carrier family 22 member 5
35437_at,7.13E-01,6.49E-01,0.457712,-6.43349,0.0246513,NPY1R,neuropeptide Y receptor Y1
37754_at,7.13E-01,6.50E-01,0.457112,-6.43377,0.0839679,LGALS3BP,galectin 3 binding protein
36996_at,7.13E-01,6.50E-01,0.45707,-6.43379,0.0414254,OS9,"OS9, endoplasmic reticulum lectin"
34102_at,7.14E-01,6.50E-01,-0.456191,-6.43419,-0.2041699,LCN1,lipocalin 1
41475_at,7.14E-01,6.51E-01,-0.456074,-6.43424,-0.0417837,NINJ1,ninjurin 1
38789_at,7.14E-01,6.51E-01,-0.456039,-6.43426,-0.0745758,TKT,transketolase
33559_at,7.14E-01,6.51E-01,0.45587,-6.43433,0.1246774,PTK6,protein tyrosine kinase 6
36225_s_at,7.14E-01,6.51E-01,0.455358,-6.43457,0.0440339,SFPQ,splicing factor proline and glutamine rich
35479_at,7.15E-01,6.52E-01,-0.454109,-6.43513,-0.0548264,ADAM28,ADAM metallopeptidase domain 28
40216_at,7.15E-01,6.52E-01,0.454041,-6.43516,0.0185601,TRAF3IP1,TRAF3 interacting protein 1
1563_s_at,7.15E-01,6.52E-01,0.453478,-6.43542,0.0353019,TNFRSF1A,TNF receptor superfamily member 1A
32823_at,7.16E-01,6.53E-01,-0.45277,-6.43574,-0.034075,VPS11,"VPS11, CORVET/HOPS core subunit"
37228_at,7.16E-01,6.53E-01,0.452734,-6.43575,0.0394695,PLK1,polo like kinase 1
36531_r_at,7.16E-01,6.53E-01,-0.452248,-6.43597,-0.0295794,TRAPPC6A,trafficking protein particle complex 6A
1380_at,7.16E-01,6.53E-01,-0.452073,-6.43605,-0.0417529,FGF7,fibroblast growth factor 7
35808_at,7.16E-01,6.54E-01,0.451839,-6.43616,0.0728839,SRSF6,serine and arginine rich splicing factor 6
37722_s_at,7.17E-01,6.54E-01,0.451168,-6.43646,0.021685,DHPS,deoxyhypusine synthase
1646_at,7.17E-01,6.55E-01,0.450371,-6.43682,0.0164923,XIAP,X-linked inhibitor of apoptosis
35465_at,7.17E-01,6.55E-01,-0.450148,-6.43692,-0.0189626,SLC25A40,solute carrier family 25 member 40
109_at,7.18E-01,6.55E-01,0.449684,-6.43712,0.0464015,RABEPK,Rab9 effector protein with kelch motifs
1665_s_at,7.18E-01,6.55E-01,0.449453,-6.43723,0.1162179,TYMP,thymidine phosphorylase
39668_at,7.18E-01,6.55E-01,-0.449427,-6.43724,-0.0307623,TFAP2B,transcription factor AP-2 beta
39771_at,7.18E-01,6.55E-01,-0.449266,-6.43731,-0.0382186,RHOBTB1,Rho related BTB domain containing 1
1445_at,7.18E-01,6.56E-01,0.448934,-6.43746,0.0472947,CCRL2,C-C motif chemokine receptor like 2
36530_g_at,7.18E-01,6.56E-01,-0.44823,-6.43778,-0.0359138,TRAPPC6A,trafficking protein particle complex 6A
37599_at,7.19E-01,6.56E-01,-0.44781,-6.43796,-0.0659307,AOX1,aldehyde oxidase 1
40554_at,7.19E-01,6.56E-01,0.447786,-6.43797,0.0185804,GOLIM4,golgi integral membrane protein 4
36795_at,7.19E-01,6.57E-01,0.447458,-6.43812,0.0531377,PSAP,prosaposin
33647_s_at,7.19E-01,6.57E-01,0.447111,-6.43827,0.0646922,GM2A,GM2 ganglioside activator
32305_at,7.19E-01,6.57E-01,0.447001,-6.43832,0.2300147,COL1A2,collagen type I alpha 2 chain
38819_at,7.19E-01,6.57E-01,-0.446767,-6.43843,-0.079053,PTK7,protein tyrosine kinase 7 (inactive)
31482_at,7.20E-01,6.58E-01,-0.446174,-6.43869,-0.0276522,CELP,carboxyl ester lipase pseudogene
35563_at,7.20E-01,6.58E-01,0.445777,-6.43887,0.0304306,MKL1,megakaryoblastic leukemia (translocation) 1
1518_at,7.20E-01,6.58E-01,-0.44523,-6.43911,-0.0375107,ETS1,"ETS proto-oncogene 1, transcription factor"
822_s_at,7.20E-01,6.59E-01,0.44487,-6.43927,0.0294878,CRADD,CASP2 and RIPK1 domain containing adaptor with death domain
41012_r_at,7.21E-01,6.59E-01,0.444197,-6.43957,0.0200436,RAPGEF4,Rap guanine nucleotide exchange factor 4
882_at,7.21E-01,6.59E-01,0.443637,-6.43982,0.0223998,CSF1,colony stimulating factor 1
34377_at,7.22E-01,6.60E-01,-0.443242,-6.43999,-0.0913248,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
35816_at,7.22E-01,6.60E-01,0.442717,-6.44022,0.1388148,CSTB,cystatin B
35630_at,7.22E-01,6.60E-01,-0.442645,-6.44026,-0.0420577,LLGL2,"LLGL2, scribble cell polarity complex component"
38891_at,7.23E-01,6.61E-01,-0.441757,-6.44065,-0.0203434,MTTP,microsomal triglyceride transfer protein
1274_s_at,7.23E-01,6.61E-01,0.441676,-6.44068,0.0362342,CDC34,cell division cycle 34
39188_at,7.23E-01,6.61E-01,-0.441613,-6.44071,-0.0176883,GUCY2F,"guanylate cyclase 2F, retinal"
34721_at,7.23E-01,6.61E-01,0.441098,-6.44094,0.1172988,FKBP5,FK506 binding protein 5
33683_at,7.23E-01,6.61E-01,0.440989,-6.44098,0.0562511,TUG1,taurine up-regulated 1 (non-protein coding)
40742_at,7.23E-01,6.61E-01,0.440984,-6.44099,0.0725653,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
41440_at,7.23E-01,6.61E-01,0.440927,-6.44101,0.042551,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8
39935_at,7.23E-01,6.62E-01,0.440275,-6.4413,0.0169353,SKIL,SKI-like proto-oncogene
246_at,7.23E-01,6.62E-01,-0.440169,-6.44135,-0.1014397,KLK1,kallikrein 1
35226_at,7.23E-01,6.62E-01,-0.44015,-6.44135,-0.0731425,EYA2,EYA transcriptional coactivator and phosphatase 2
1369_s_at,7.23E-01,6.62E-01,-0.440096,-6.44138,-0.1857376,CXCL8,C-X-C motif chemokine ligand 8
36193_at,7.24E-01,6.62E-01,0.439517,-6.44163,0.0482787,ARFIP2,ADP ribosylation factor interacting protein 2
38042_at,7.24E-01,6.63E-01,0.438947,-6.44188,0.0413404,PRKCA,protein kinase C alpha
37629_at,7.24E-01,6.63E-01,0.438861,-6.44192,0.0290354,CSNK2A2,casein kinase 2 alpha 2
41207_at,7.24E-01,6.63E-01,0.438384,-6.44213,0.0626505,C9orf3,chromosome 9 open reading frame 3
36694_at,7.24E-01,6.63E-01,0.438268,-6.44218,0.0906027,KCNS3,potassium voltage-gated channel modifier subfamily S member 3
33380_at,7.24E-01,6.63E-01,-0.438136,-6.44224,-0.0488813,PAPD7,"poly(A) RNA polymerase D7, non-canonical"
626_s_at,7.25E-01,6.64E-01,0.437087,-6.44269,0.0810401,IFI35,interferon induced protein 35
32771_at,7.25E-01,6.64E-01,0.436776,-6.44283,0.0174815,GC,"GC, vitamin D binding protein"
36042_at,7.26E-01,6.65E-01,-0.43594,-6.44319,-0.1662872,NTRK2,neurotrophic receptor tyrosine kinase 2
31659_at,7.26E-01,6.65E-01,-0.435919,-6.4432,-0.0288073,LRIT1,"leucine rich repeat, Ig-like and transmembrane domains 1"
1955_s_at,7.27E-01,6.66E-01,0.434436,-6.44385,0.0264894,SMAD6,SMAD family member 6
41267_at,7.27E-01,6.66E-01,-0.434288,-6.44391,-0.0386927,TCF25,transcription factor 25
34288_at,7.27E-01,6.66E-01,0.433921,-6.44407,0.1116475,ACKR3,atypical chemokine receptor 3
36195_at,7.27E-01,6.67E-01,-0.433439,-6.44428,-0.0353598,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha
708_at,7.27E-01,6.67E-01,-0.433425,-6.44428,-0.0145196,PTH,parathyroid hormone
36675_r_at,7.27E-01,6.67E-01,-0.43342,-6.44428,-0.0629667,PFN1,profilin 1
879_at,7.28E-01,6.67E-01,0.43277,-6.44457,0.1035622,MX2,MX dynamin like GTPase 2
31516_f_at,7.29E-01,6.68E-01,0.431684,-6.44503,0.0389981,BTF3P11,basic transcription factor 3 pseudogene 11
253_g_at,7.29E-01,6.68E-01,0.431357,-6.44517,0.0368212,GPR18,G protein-coupled receptor 18
106_at,7.29E-01,6.68E-01,0.431218,-6.44523,0.0703086,RUNX3,runt related transcription factor 3
37431_at,7.29E-01,6.69E-01,-0.430855,-6.44539,-0.0250706,PIAS2,protein inhibitor of activated STAT 2
39617_at,7.29E-01,6.69E-01,-0.430481,-6.44555,-0.0218015,LIFR,leukemia inhibitory factor receptor alpha
41182_at,7.29E-01,6.69E-01,-0.43038,-6.44559,-0.0353675,DCT,dopachrome tautomerase
37332_r_at,7.30E-01,6.69E-01,0.429908,-6.4458,0.0377796,ALDH4A1,aldehyde dehydrogenase 4 family member A1
105_at,7.31E-01,6.70E-01,0.428455,-6.44642,0.020467,NR1I3,nuclear receptor subfamily 1 group I member 3
33099_at,7.31E-01,6.71E-01,-0.428226,-6.44652,-0.0265078,FUT5,fucosyltransferase 5
41660_at,7.31E-01,6.71E-01,-0.428221,-6.44652,-0.0575909,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1
35658_at,7.31E-01,6.71E-01,0.428212,-6.44652,0.0317165,PSEN1,presenilin 1
34911_r_at,7.31E-01,6.71E-01,0.427492,-6.44683,0.0265412,PHTF2,putative homeodomain transcription factor 2
39059_at,7.32E-01,6.72E-01,-0.426762,-6.44714,-0.0636528,DHCR7,7-dehydrocholesterol reductase
40573_s_at,7.32E-01,6.72E-01,0.426572,-6.44722,0.0207762,LOC102723551,uncharacterized LOC102723551
38401_s_at,7.32E-01,6.72E-01,-0.426396,-6.4473,-0.023838,LSM14A,"LSM14A, mRNA processing body assembly factor"
36435_at,7.32E-01,6.72E-01,0.426351,-6.44732,0.0296422,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A"
448_s_at,7.32E-01,6.72E-01,-0.426312,-6.44733,-0.0301446,MEN1,menin 1
37935_at,7.33E-01,6.73E-01,-0.424743,-6.448,-0.0511843,PRPF4,pre-mRNA processing factor 4
34667_at,7.33E-01,6.73E-01,-0.424256,-6.4482,-0.0367518,NFX1,"nuclear transcription factor, X-box binding 1"
37910_at,7.33E-01,6.74E-01,-0.424124,-6.44826,-0.0486155,HCFC1,host cell factor C1
34506_at,7.34E-01,6.74E-01,-0.423509,-6.44852,-0.027785,ALAD,aminolevulinate dehydratase
33999_f_at,7.34E-01,6.74E-01,0.423435,-6.44855,0.026466,IGHV5-78,immunoglobulin heavy variable 5-78 (pseudogene)
32579_at,7.34E-01,6.74E-01,-0.422929,-6.44876,-0.0477921,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
36861_at,7.34E-01,6.74E-01,-0.422886,-6.44878,-0.095637,MXRA5,matrix remodeling associated 5
37276_at,7.34E-01,6.74E-01,0.422772,-6.44883,0.0536383,IQGAP2,IQ motif containing GTPase activating protein 2
313_at,7.34E-01,6.75E-01,-0.422673,-6.44887,-0.0241335,GTF2A1,general transcription factor IIA subunit 1
35210_at,7.34E-01,6.75E-01,-0.422517,-6.44894,-0.0165713,KIAA0753,KIAA0753
41686_s_at,7.34E-01,6.75E-01,0.42248,-6.44895,0.0364862,LOC102725213///LOC102724062///LOC101930363///LOC101928349///LOC100507387///FAM153A///FAM153B,uncharacterized LOC102725213///uncharacterized LOC102724062///uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B
39000_at,7.35E-01,6.75E-01,0.421685,-6.44929,0.0285163,NMT1,N-myristoyltransferase 1
34880_at,7.35E-01,6.75E-01,-0.421484,-6.44937,-0.0296649,RBM42,RNA binding motif protein 42
669_s_at,7.35E-01,6.76E-01,0.421178,-6.4495,0.0732227,IRF1,interferon regulatory factor 1
41209_at,7.35E-01,6.76E-01,0.421102,-6.44953,0.0830889,LPL,lipoprotein lipase
41177_at,7.35E-01,6.76E-01,0.421079,-6.44954,0.1088769,LPCAT1,lysophosphatidylcholine acyltransferase 1
37554_at,7.35E-01,6.76E-01,0.42095,-6.4496,0.115262,KLK6,kallikrein related peptidase 6
1771_s_at,7.35E-01,6.76E-01,-0.420937,-6.4496,-0.058496,PDGFRB,platelet derived growth factor receptor beta
38142_at,7.35E-01,6.76E-01,-0.420697,-6.4497,-0.0289262,ZNF211,zinc finger protein 211
1465_s_at,7.35E-01,6.76E-01,0.420667,-6.44972,0.0184692,MYBL1,MYB proto-oncogene like 1
38091_at,7.35E-01,6.76E-01,-0.420582,-6.44975,-0.0369663,LGALS9,galectin 9
40465_at,7.35E-01,6.76E-01,-0.420574,-6.44975,-0.0259664,DDX23,DEAD-box helicase 23
35609_at,7.35E-01,6.76E-01,-0.420293,-6.44987,-0.0158393,PCDHGA8,"protocadherin gamma subfamily A, 8"
235_at,7.35E-01,6.76E-01,-0.420231,-6.4499,-0.0267807,S100B,S100 calcium binding protein B
35605_at,7.35E-01,6.77E-01,0.419892,-6.45004,0.0573727,ANGPTL7,angiopoietin like 7
374_f_at,7.36E-01,6.77E-01,-0.419415,-6.45024,-0.0505063,DDTL///DDT,D-dopachrome tautomerase-like///D-dopachrome tautomerase
501_g_at,7.36E-01,6.77E-01,0.419244,-6.45031,0.069776,CYP2J2,cytochrome P450 family 2 subfamily J member 2
33543_s_at,7.36E-01,6.77E-01,0.419206,-6.45033,0.0533806,PNN,"pinin, desmosome associated protein"
40162_s_at,7.36E-01,6.78E-01,0.418498,-6.45062,0.1298443,COMP,cartilage oligomeric matrix protein
39062_at,7.37E-01,6.78E-01,0.417463,-6.45105,0.0489721,CTSA,cathepsin A
1981_s_at,7.37E-01,6.79E-01,0.417217,-6.45116,0.0609252,MAX,MYC associated factor X
33944_at,7.37E-01,6.79E-01,0.416758,-6.45135,0.0484919,APLP2,amyloid beta precursor like protein 2
38051_at,7.38E-01,6.79E-01,-0.41623,-6.45157,-0.2608514,MAL,"mal, T-cell differentiation protein"
32198_at,7.38E-01,6.80E-01,-0.415633,-6.45182,-0.0261455,COMMD4,COMM domain containing 4
35959_at,7.40E-01,6.81E-01,-0.413712,-6.45261,-0.0746288,ZNF365,zinc finger protein 365
39257_at,7.40E-01,6.82E-01,0.413042,-6.45289,0.0210255,KLF12,Kruppel like factor 12
32192_g_at,7.41E-01,6.82E-01,-0.412428,-6.45314,-0.0332155,PCGF2,polycomb group ring finger 2
1267_at,7.41E-01,6.82E-01,-0.412305,-6.45319,-0.0407596,PRKCH,protein kinase C eta
160031_at,7.41E-01,6.82E-01,0.412171,-6.45324,0.1059808,CDH3,cadherin 3
38092_at,7.41E-01,6.82E-01,0.411971,-6.45333,0.0229607,EPAS1,endothelial PAS domain protein 1
1233_s_at,7.41E-01,6.83E-01,-0.411652,-6.45346,-0.0242372,AXL,AXL receptor tyrosine kinase
40410_at,7.41E-01,6.83E-01,0.411395,-6.45356,0.0488034,DCTN3,dynactin subunit 3
40027_at,7.41E-01,6.83E-01,-0.411193,-6.45365,-0.0436328,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
37545_at,7.41E-01,6.83E-01,-0.41066,-6.45386,-0.02514,SCAMP5,secretory carrier membrane protein 5
269_at,7.42E-01,6.83E-01,0.410441,-6.45395,0.0504356,OASL,2'-5'-oligoadenylate synthetase like
34296_at,7.42E-01,6.84E-01,0.409963,-6.45415,0.0666229,MID1,midline 1
34249_at,7.42E-01,6.84E-01,0.409936,-6.45416,0.0153702,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)"
39561_at,7.42E-01,6.84E-01,-0.409768,-6.45423,-0.0803666,CBX6,chromobox 6
39115_at,7.42E-01,6.84E-01,0.409593,-6.4543,0.0270541,CRELD1,cysteine rich with EGF like domains 1
36177_at,7.43E-01,6.85E-01,0.408883,-6.45459,0.0199658,TSN,translin
39802_at,7.43E-01,6.85E-01,0.408552,-6.45473,0.0208804,CCL7,C-C motif chemokine ligand 7
35513_r_at,7.43E-01,6.85E-01,-0.408138,-6.45489,-0.0274152,MCF2L2,MCF.2 cell line derived transforming sequence-like 2
37194_at,7.43E-01,6.86E-01,-0.407533,-6.45514,-0.0568435,GATA2,GATA binding protein 2
35385_at,7.43E-01,6.86E-01,0.407436,-6.45518,0.0319522,COQ7,"coenzyme Q7, hydroxylase"
37701_at,7.43E-01,6.86E-01,0.40731,-6.45523,0.1408108,RGS2,regulator of G-protein signaling 2
41599_at,7.44E-01,6.86E-01,-0.406911,-6.45539,-0.0243992,GATA6,GATA binding protein 6
34844_at,7.45E-01,6.87E-01,0.405741,-6.45587,0.0176087,ZNF516,zinc finger protein 516
2060_at,7.45E-01,6.87E-01,0.40562,-6.45592,0.0242097,BCL2,"BCL2, apoptosis regulator"
35963_at,7.45E-01,6.87E-01,-0.405197,-6.45609,-0.0455575,MIR6834///PFDN6,microRNA 6834///prefoldin subunit 6
39432_at,7.45E-01,6.87E-01,-0.405042,-6.45615,-0.094583,B4GALT4,"beta-1,4-galactosyltransferase 4"
32392_s_at,7.45E-01,6.88E-01,0.40478,-6.45626,0.2167978,UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10,UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A7///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
41458_at,7.45E-01,6.88E-01,-0.404544,-6.45635,-0.0243496,SZT2,seizure threshold 2 homolog (mouse)
1966_i_at,7.45E-01,6.88E-01,-0.404088,-6.45654,-0.025324,,
41591_at,7.46E-01,6.88E-01,-0.403721,-6.45668,-0.0259127,DCAF7,DDB1 and CUL4 associated factor 7
37407_s_at,7.46E-01,6.88E-01,0.403652,-6.45671,0.1491587,MYH11,myosin heavy chain 11
37205_at,7.46E-01,6.88E-01,0.403583,-6.45674,0.0297472,FBXL7,F-box and leucine rich repeat protein 7
36941_at,7.47E-01,6.90E-01,-0.401978,-6.45738,-0.108438,MLLT11,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
33213_g_at,7.47E-01,6.90E-01,0.40158,-6.45754,0.0444648,RRBP1,ribosome binding protein 1
38517_at,7.47E-01,6.90E-01,-0.401089,-6.45774,-0.0431558,IRF9,interferon regulatory factor 9
36780_at,7.48E-01,6.91E-01,-0.400771,-6.45787,-0.1716549,CLU,clusterin
2011_s_at,7.48E-01,6.91E-01,0.400196,-6.4581,0.0426613,BIK,BCL2 interacting killer
34108_g_at,7.49E-01,6.92E-01,-0.399056,-6.45855,-0.0298001,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
39895_r_at,7.49E-01,6.92E-01,-0.399033,-6.45856,-0.0333401,BRD1,bromodomain containing 1
34788_at,7.49E-01,6.92E-01,-0.398613,-6.45873,-0.0374165,FAM102A,family with sequence similarity 102 member A
41160_at,7.49E-01,6.92E-01,-0.398318,-6.45885,-0.0323617,MBD3,methyl-CpG binding domain protein 3
40947_at,7.49E-01,6.92E-01,-0.398291,-6.45886,-0.0216175,ISG20L2,interferon stimulated exonuclease gene 20 like 2
40653_at,7.49E-01,6.92E-01,-0.398252,-6.45887,-0.0143876,RGS7,regulator of G-protein signaling 7
40793_s_at,7.49E-01,6.92E-01,-0.398158,-6.45891,-0.0172694,AQP4,aquaporin 4
41139_at,7.49E-01,6.93E-01,0.397854,-6.45903,0.0831004,MAGED1,MAGE family member D1
39604_at,7.49E-01,6.93E-01,-0.397666,-6.4591,-0.0343803,CYTIP,cytohesin 1 interacting protein
36413_at,7.49E-01,6.93E-01,0.397553,-6.45915,0.0256565,P2RY10,purinergic receptor P2Y10
32298_at,7.50E-01,6.93E-01,-0.397431,-6.4592,-0.0149526,ADAM2,ADAM metallopeptidase domain 2
835_at,7.50E-01,6.93E-01,-0.397106,-6.45933,-0.0395351,PDAP1,PDGFA associated protein 1
38722_at,7.51E-01,6.94E-01,-0.395911,-6.4598,-0.0935777,COL6A1,collagen type VI alpha 1 chain
32055_g_at,7.51E-01,6.94E-01,-0.395627,-6.45991,-0.0319113,CCNT2,cyclin T2
31849_at,7.51E-01,6.94E-01,-0.395563,-6.45994,-0.0347688,VWA8,von Willebrand factor A domain containing 8
36741_at,7.51E-01,6.94E-01,-0.395535,-6.45995,-0.0329337,GIT2,GIT ArfGAP 2
1461_at,7.51E-01,6.94E-01,-0.395352,-6.46002,-0.0825329,NFKBIA,NFKB inhibitor alpha
1762_at,7.51E-01,6.95E-01,-0.395036,-6.46014,-0.0206434,PMS2P4,"PMS1 homolog 2, mismatch repair system component pseudogene 4"
40921_at,7.51E-01,6.95E-01,-0.394694,-6.46028,-0.0160927,CDC14BL,CDC14 cell division cycle 14 C-like
33057_g_at,7.51E-01,6.95E-01,0.394389,-6.4604,0.0225008,EXOG,"endo/exonuclease (5'-3'), endonuclease G-like"
41097_at,7.51E-01,6.95E-01,0.394384,-6.4604,0.029978,TERF2,telomeric repeat binding factor 2
40045_g_at,7.51E-01,6.95E-01,0.394298,-6.46044,0.0287431,LDLRAD4,low density lipoprotein receptor class A domain containing 4
38018_g_at,7.52E-01,6.96E-01,0.393716,-6.46066,0.0839353,CD79A,CD79a molecule
39549_at,7.55E-01,6.99E-01,-0.389667,-6.46225,-0.0514162,NPAS2,neuronal PAS domain protein 2
37865_at,7.55E-01,6.99E-01,-0.389322,-6.46238,-0.0435808,EDN3,endothelin 3
37531_at,7.55E-01,6.99E-01,-0.38897,-6.46252,-0.022294,TBC1D5,TBC1 domain family member 5
1253_at,7.55E-01,6.99E-01,-0.388735,-6.46261,-0.0384177,GSK3B,glycogen synthase kinase 3 beta
32753_at,7.55E-01,6.99E-01,-0.388665,-6.46264,-0.0355262,SF3B3,splicing factor 3b subunit 3
38792_at,7.55E-01,6.99E-01,0.38866,-6.46264,0.0354898,SMS,spermine synthase
31382_f_at,7.56E-01,7.00E-01,0.387829,-6.46296,0.0255516,UGT2B11,UDP glucuronosyltransferase family 2 member B11
41355_at,7.57E-01,7.01E-01,-0.386795,-6.46336,-0.0412164,BCL11A,B-cell CLL/lymphoma 11A
1989_at,7.57E-01,7.01E-01,0.386404,-6.46351,0.018343,BRCA2,"BRCA2, DNA repair associated"
36809_at,7.57E-01,7.01E-01,-0.386312,-6.46355,-0.045327,CLC,Charcot-Leyden crystal galectin
32240_at,7.57E-01,7.01E-01,0.386061,-6.46364,0.0222123,PSMD5,"proteasome 26S subunit, non-ATPase 5"
33321_r_at,7.58E-01,7.02E-01,-0.385247,-6.46396,-0.0689899,TPSB2///TPSAB1,tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
34396_at,7.58E-01,7.02E-01,-0.384546,-6.46423,-0.0358687,ASXL1,"additional sex combs like 1, transcriptional regulator"
33448_at,7.58E-01,7.03E-01,-0.384404,-6.46428,-0.0591871,SPINT1,"serine peptidase inhibitor, Kunitz type 1"
34800_at,7.58E-01,7.03E-01,0.384235,-6.46434,0.0775959,LRIG1,leucine rich repeats and immunoglobulin like domains 1
34246_at,7.58E-01,7.03E-01,-0.38409,-6.4644,-0.044012,PXDC1,PX domain containing 1
36145_at,7.58E-01,7.03E-01,0.383882,-6.46448,0.0379076,PUF60,poly(U) binding splicing factor 60
